State ID,State,Year,Industry Group ID,Industry Group,Investment
1,Aguascalientes,1999,2211,"Generation, Transmission and Distribution of Electric Energy",1.047819972038269
1,Aguascalientes,1999,3121,Beverage Industry,0.013387000188231468
1,Aguascalientes,1999,3122,The Snuff Industry,0.5809850096702576
1,Aguascalientes,1999,3141,"Carpet Weaving, White and Similar",1.1052500009536743
1,Aguascalientes,1999,3151,Manufacture of Clothing Knitted,25.702800750732422
1,Aguascalientes,1999,3152,Clothing Making,-4.484918117523193
1,Aguascalientes,1999,3251,Manufacture of Basic Chemicals,0.05844400078058243
1,Aguascalientes,1999,3256,"Manufacture of Soaps, Cleansers and Toilet Preparations",0.26065099239349365
1,Aguascalientes,1999,3262,Manufacture of Rubber Products,-0.06806600093841553
1,Aguascalientes,1999,3273,Manufacture of Cement and Concrete Products,0.020597999915480614
1,Aguascalientes,1999,3312,Manufacture of Iron and Steel,-6.514615058898926
1,Aguascalientes,1999,3333,Manufacture of Machinery and Equipment for Trade and Services,1.8416240215301514
1,Aguascalientes,1999,3351,Manufacture of Lighting Fixtures,0.003513999981805682
1,Aguascalientes,1999,3359,Manufacture of other Electrical Equipment and Fittings,0.12133300304412842
1,Aguascalientes,1999,3361,Manufacture of Cars and Trucks,698.111083984375
1,Aguascalientes,1999,3363,Manufacture of Parts for Motor Vehicles,16.730863571166992
1,Aguascalientes,1999,3399,Other Manufacturing,0.07916100323200226
1,Aguascalientes,1999,4332,"Trade to the Wholesale of Perfumery, Cosmetics and Jewelry",-0.03785200044512749
1,Aguascalientes,1999,4353,The Wholesale Trade of Machinery and Equipment and Services for Business,0.07242599874734879
1,Aguascalientes,1999,4621,The Retail Trade in Supermarkets,2.226475954055786
1,Aguascalientes,1999,4881,Services Related to Air Transport,10.983373641967773
1,Aguascalientes,1999,5171,Service Operators Wired Telecommunications,0.754626989364624
1,Aguascalientes,1999,5172,Operators of Wireless Telecommunications Services,0.14891499280929565
1,Aguascalientes,1999,5221,Multiple Banking,0.0029849999118596315
1,Aguascalientes,1999,5224,Other Intermediary Institutions Credit and Financial Off-Exchange,0.058494001626968384
1,Aguascalientes,1999,5239,Investment Advisory and other Services Related to Stockbroking,0.0006000000284984708
1,Aguascalientes,1999,5241,Insurance and Bonding Institutions,0.18015499413013458
1,Aguascalientes,1999,5312,Brokers Real Estate,2.5804100036621094
1,Aguascalientes,1999,5619,Other Support Services Business,1.345173954963684
1,Aguascalientes,2000,2211,"Generation, Transmission and Distribution of Electric Energy",1.6250269412994385
1,Aguascalientes,2000,3121,Beverage Industry,-0.08816300332546234
1,Aguascalientes,2000,3122,The Snuff Industry,0.8340950012207031
1,Aguascalientes,2000,3141,"Carpet Weaving, White and Similar",4.364159107208252
1,Aguascalientes,2000,3151,Manufacture of Clothing Knitted,6.2690749168396
1,Aguascalientes,2000,3152,Clothing Making,9.114753723144531
1,Aguascalientes,2000,3251,Manufacture of Basic Chemicals,0.08377400040626526
1,Aguascalientes,2000,3255,"Manufacture of Paints, Coatings and Adhesives",0.7497619986534119
1,Aguascalientes,2000,3256,"Manufacture of Soaps, Cleansers and Toilet Preparations",0.2807770073413849
1,Aguascalientes,2000,3262,Manufacture of Rubber Products,0.15875299274921417
1,Aguascalientes,2000,3312,Manufacture of Iron and Steel,0.1907150000333786
1,Aguascalientes,2000,3359,Manufacture of other Electrical Equipment and Fittings,1.3835649490356445
1,Aguascalientes,2000,3361,Manufacture of Cars and Trucks,164.5936737060547
1,Aguascalientes,2000,3363,Manufacture of Parts for Motor Vehicles,40.859256744384766
1,Aguascalientes,2000,3371,Manufacture of Furniture except Office and Shelf,1.264274001121521
1,Aguascalientes,2000,3399,Other Manufacturing,0.6311799883842468
1,Aguascalientes,2000,4332,"Trade to the Wholesale of Perfumery, Cosmetics and Jewelry",0.6227589845657349
1,Aguascalientes,2000,4342,The Wholesale Trade of Raw Materials for Industry,0.28148800134658813
1,Aguascalientes,2000,4621,The Retail Trade in Supermarkets,18.913593292236328
1,Aguascalientes,2000,4921,Courier and Parcel Foreign,0.01827000081539154
1,Aguascalientes,2000,5171,Service Operators Wired Telecommunications,-23.9648494720459
1,Aguascalientes,2000,5172,Operators of Wireless Telecommunications Services,1.801466941833496
1,Aguascalientes,2000,5221,Multiple Banking,14.284326553344727
1,Aguascalientes,2000,5223,Credit Unions and Savings Institutions,-0.0020540000405162573
1,Aguascalientes,2000,5224,Other Intermediary Institutions Credit and Financial Off-Exchange,0.6251810193061829
1,Aguascalientes,2000,5239,Investment Advisory and other Services Related to Stockbroking,-0.015845000743865967
1,Aguascalientes,2000,5241,Insurance and Bonding Institutions,3.7347660064697266
1,Aguascalientes,2000,5312,Brokers Real Estate,4.124117851257324
1,Aguascalientes,2000,5619,Other Support Services Business,0.9887459874153137
1,Aguascalientes,2000,7225,Food Preparation Services and Alcoholic and Non-Alcoholic,0.26593300700187683
1,Aguascalientes,2001,2211,"Generation, Transmission and Distribution of Electric Energy",5.87863302230835
1,Aguascalientes,2001,2371,"Construction Works for Water, Oil, Gas, Electricity and Telecommunication",-0.0025579999200999737
1,Aguascalientes,2001,3121,Beverage Industry,0.0299880001693964
1,Aguascalientes,2001,3122,The Snuff Industry,1.352579951286316
1,Aguascalientes,2001,3132,Manufacture of Fabrics,0.6590549945831299
1,Aguascalientes,2001,3141,"Carpet Weaving, White and Similar",0.11037600040435791
1,Aguascalientes,2001,3151,Manufacture of Clothing Knitted,8.657797813415527
1,Aguascalientes,2001,3152,Clothing Making,-2.556580066680908
1,Aguascalientes,2001,3251,Manufacture of Basic Chemicals,0.8824080228805542
1,Aguascalientes,2001,3256,"Manufacture of Soaps, Cleansers and Toilet Preparations",0.4846999943256378
1,Aguascalientes,2001,3262,Manufacture of Rubber Products,0.09269700199365616
1,Aguascalientes,2001,3312,Manufacture of Iron and Steel,3.6222739219665527
1,Aguascalientes,2001,3359,Manufacture of other Electrical Equipment and Fittings,0.80901700258255
1,Aguascalientes,2001,3361,Manufacture of Cars and Trucks,33.51544189453125
1,Aguascalientes,2001,3363,Manufacture of Parts for Motor Vehicles,59.26122283935547
1,Aguascalientes,2001,3399,Other Manufacturing,0.3864539861679077
1,Aguascalientes,2001,4321,The Wholesale Trade of Textile Products and Footwear,0.01385200023651123
1,Aguascalientes,2001,4332,"Trade to the Wholesale of Perfumery, Cosmetics and Jewelry",-0.022732000797986984
1,Aguascalientes,2001,4342,The Wholesale Trade of Raw Materials for Industry,0.5666519999504089
1,Aguascalientes,2001,4353,The Wholesale Trade of Machinery and Equipment and Services for Business,0.3607659935951233
1,Aguascalientes,2001,4621,The Retail Trade in Supermarkets,18.18927001953125
1,Aguascalientes,2001,5171,Service Operators Wired Telecommunications,8.995321273803711
1,Aguascalientes,2001,5172,Operators of Wireless Telecommunications Services,7.1704840660095215
1,Aguascalientes,2001,5191,Other Information Services,0.0724949985742569
1,Aguascalientes,2001,5221,Multiple Banking,70.39564514160156
1,Aguascalientes,2001,5223,Credit Unions and Savings Institutions,0.02830599993467331
1,Aguascalientes,2001,5224,Other Intermediary Institutions Credit and Financial Off-Exchange,0.10090100020170212
1,Aguascalientes,2001,5239,Investment Advisory and other Services Related to Stockbroking,-0.10391300171613693
1,Aguascalientes,2001,5241,Insurance and Bonding Institutions,1.3490999937057495
1,Aguascalientes,2001,5312,Brokers Real Estate,3.5612540245056152
1,Aguascalientes,2001,5331,"Rental Services Trademarks, Patents and Franchises",0.0018840000266209245
1,Aguascalientes,2001,5613,Employment Services,0.111455999314785
1,Aguascalientes,2001,5619,Other Support Services Business,0.060495998710393906
1,Aguascalientes,2001,7225,Food Preparation Services and Alcoholic and Non-Alcoholic,-0.6111239790916443
1,Aguascalientes,2002,2211,"Generation, Transmission and Distribution of Electric Energy",6.56981086730957
1,Aguascalientes,2002,3121,Beverage Industry,0.3204129934310913
1,Aguascalientes,2002,3141,"Carpet Weaving, White and Similar",0.7203909754753113
1,Aguascalientes,2002,3151,Manufacture of Clothing Knitted,1.7532620429992676
1,Aguascalientes,2002,3152,Clothing Making,2.7719390392303467
1,Aguascalientes,2002,3251,Manufacture of Basic Chemicals,0.0012860000133514404
1,Aguascalientes,2002,3262,Manufacture of Rubber Products,0.4460749924182892
1,Aguascalientes,2002,3312,Manufacture of Iron and Steel,3.5694260597229004
1,Aguascalientes,2002,3351,Manufacture of Lighting Fixtures,0.001243000035174191
1,Aguascalientes,2002,3359,Manufacture of other Electrical Equipment and Fittings,0.25333499908447266
1,Aguascalientes,2002,3363,Manufacture of Parts for Motor Vehicles,5.9431538581848145
1,Aguascalientes,2002,3371,Manufacture of Furniture except Office and Shelf,2.1754400730133057
1,Aguascalientes,2002,3399,Other Manufacturing,2.4884250164031982
1,Aguascalientes,2002,4321,The Wholesale Trade of Textile Products and Footwear,-0.0973299965262413
1,Aguascalientes,2002,4331,The Wholesale Trade of Pharmaceutical Products,0.000029000000722589903
1,Aguascalientes,2002,4332,"Trade to the Wholesale of Perfumery, Cosmetics and Jewelry",0.4032230079174042
1,Aguascalientes,2002,4342,The Wholesale Trade of Raw Materials for Industry,0.40629100799560547
1,Aguascalientes,2002,4621,The Retail Trade in Supermarkets,6.002015113830566
1,Aguascalientes,2002,4921,Courier and Parcel Foreign,0.05896399915218353
1,Aguascalientes,2002,5171,Service Operators Wired Telecommunications,5.007142066955566
1,Aguascalientes,2002,5172,Operators of Wireless Telecommunications Services,31.243202209472656
1,Aguascalientes,2002,5191,Other Information Services,-0.04552900046110153
1,Aguascalientes,2002,5221,Multiple Banking,41.374778747558594
1,Aguascalientes,2002,5224,Other Intermediary Institutions Credit and Financial Off-Exchange,0.12624500691890717
1,Aguascalientes,2002,5239,Investment Advisory and other Services Related to Stockbroking,0.019658999517560005
1,Aguascalientes,2002,5241,Insurance and Bonding Institutions,0.016649000346660614
1,Aguascalientes,2002,5312,Brokers Real Estate,0.9151350259780884
1,Aguascalientes,2002,5413,"Architectural, Engineering and Related Activities",-3.6750049591064453
1,Aguascalientes,2002,5619,Other Support Services Business,-0.011889000423252583
1,Aguascalientes,2002,7225,Food Preparation Services and Alcoholic and Non-Alcoholic,0.24052900075912476
1,Aguascalientes,2003,2211,"Generation, Transmission and Distribution of Electric Energy",9.35884952545166
1,Aguascalientes,2003,2371,"Construction Works for Water, Oil, Gas, Electricity and Telecommunication",0.00013800000306218863
1,Aguascalientes,2003,3121,Beverage Industry,0.9215350151062012
1,Aguascalientes,2003,3141,"Carpet Weaving, White and Similar",0.0133670000359416
1,Aguascalientes,2003,3151,Manufacture of Clothing Knitted,3.8039040565490723
1,Aguascalientes,2003,3152,Clothing Making,-0.5432389974594116
1,Aguascalientes,2003,3251,Manufacture of Basic Chemicals,-1.02252197265625
1,Aguascalientes,2003,3256,"Manufacture of Soaps, Cleansers and Toilet Preparations",0.3493430018424988
1,Aguascalientes,2003,3261,Manufacture of Plastic Products,1.9838030338287354
1,Aguascalientes,2003,3262,Manufacture of Rubber Products,0.09729799628257751
1,Aguascalientes,2003,3312,Manufacture of Iron and Steel,6.391860008239746
1,Aguascalientes,2003,3351,Manufacture of Lighting Fixtures,-0.0015579999890178442
1,Aguascalientes,2003,3352,Manufacture of Electrical Household Appliances,-0.0016319999704137444
1,Aguascalientes,2003,3353,Manufacture of Generation and Distribution of Electricity,0.00017699999443721026
1,Aguascalientes,2003,3359,Manufacture of other Electrical Equipment and Fittings,0.009153000079095364
1,Aguascalientes,2003,3361,Manufacture of Cars and Trucks,7.693514823913574
1,Aguascalientes,2003,3363,Manufacture of Parts for Motor Vehicles,13.85083293914795
1,Aguascalientes,2003,3399,Other Manufacturing,0.5969550013542175
1,Aguascalientes,2003,4332,"Trade to the Wholesale of Perfumery, Cosmetics and Jewelry",-0.0031449999660253525
1,Aguascalientes,2003,4342,The Wholesale Trade of Raw Materials for Industry,0.013930000364780426
1,Aguascalientes,2003,4621,The Retail Trade in Supermarkets,7.9465532302856445
1,Aguascalientes,2003,4921,Courier and Parcel Foreign,0.02220500074326992
1,Aguascalientes,2003,5171,Service Operators Wired Telecommunications,7.503766059875488
1,Aguascalientes,2003,5172,Operators of Wireless Telecommunications Services,11.71699333190918
1,Aguascalientes,2003,5221,Multiple Banking,5.857953071594238
1,Aguascalientes,2003,5223,Credit Unions and Savings Institutions,0.07630400359630585
1,Aguascalientes,2003,5224,Other Intermediary Institutions Credit and Financial Off-Exchange,0.13886399567127228
1,Aguascalientes,2003,5239,Investment Advisory and other Services Related to Stockbroking,0.002520000096410513
1,Aguascalientes,2003,5241,Insurance and Bonding Institutions,-0.10600399971008301
1,Aguascalientes,2003,5312,Brokers Real Estate,2.988861083984375
1,Aguascalientes,2003,5619,Other Support Services Business,-0.757972002029419
1,Aguascalientes,2003,7225,Food Preparation Services and Alcoholic and Non-Alcoholic,0.09312800318002701
1,Aguascalientes,2004,2211,"Generation, Transmission and Distribution of Electric Energy",1.9002530574798584
1,Aguascalientes,2004,3118,Manufacture of Bakery and Tortilla,0.8829609751701355
1,Aguascalientes,2004,3121,Beverage Industry,0.7651280164718628
1,Aguascalientes,2004,3151,Manufacture of Clothing Knitted,0.30581599473953247
1,Aguascalientes,2004,3152,Clothing Making,0.8801310062408447
1,Aguascalientes,2004,3251,Manufacture of Basic Chemicals,-0.011106999590992928
1,Aguascalientes,2004,3256,"Manufacture of Soaps, Cleansers and Toilet Preparations",4.686716079711914
1,Aguascalientes,2004,3273,Manufacture of Cement and Concrete Products,0.4448170065879822
1,Aguascalientes,2004,3312,Manufacture of Iron and Steel,5.930974006652832
1,Aguascalientes,2004,3339,Manufacture of other Machinery and Equipment for General Industry,11.207622528076172
1,Aguascalientes,2004,3359,Manufacture of other Electrical Equipment and Fittings,0.0006990000256337225
1,Aguascalientes,2004,3361,Manufacture of Cars and Trucks,35.33817672729492
1,Aguascalientes,2004,3363,Manufacture of Parts for Motor Vehicles,221.12106323242188
1,Aguascalientes,2004,3371,Manufacture of Furniture except Office and Shelf,0.8904470205307007
1,Aguascalientes,2004,3399,Other Manufacturing,1.1201679706573486
1,Aguascalientes,2004,4332,"Trade to the Wholesale of Perfumery, Cosmetics and Jewelry",0.2748439908027649
1,Aguascalientes,2004,4342,The Wholesale Trade of Raw Materials for Industry,0.362637996673584
1,Aguascalientes,2004,4621,The Retail Trade in Supermarkets,9.46081829071045
1,Aguascalientes,2004,4921,Courier and Parcel Foreign,0.2750900089740753
1,Aguascalientes,2004,5171,Service Operators Wired Telecommunications,1.9118059873580933
1,Aguascalientes,2004,5172,Operators of Wireless Telecommunications Services,13.414974212646484
1,Aguascalientes,2004,5221,Multiple Banking,94.35174560546875
1,Aguascalientes,2004,5224,Other Intermediary Institutions Credit and Financial Off-Exchange,10.750518798828125
1,Aguascalientes,2004,5239,Investment Advisory and other Services Related to Stockbroking,0.025887999683618546
1,Aguascalientes,2004,5241,Insurance and Bonding Institutions,0.05623500049114227
1,Aguascalientes,2004,5242,Services Related to Insurance and Surety Bonds,0.009177999570965767
1,Aguascalientes,2004,5312,Brokers Real Estate,4.890023231506348
